Seller_ID,Name,City,Locality,Latitude,Longitude,Product,Price_per_kg,Rating,Stock_quantity,Verified,Cluster,Email,Mobile
SELL0865,Vijay Yadav,Shimla,Mall Road,31.1048,77.1734,Tomatoes,19.37,4.3,66,Yes,1,vijay.yadav98@outlook.com,7232387155
SELL0866,Ramesh More,Mumbai,Andheri,19.1197,72.8468,Ginger,10.2,4.9,489,No,2,ramesh.more53@gmail.com,8816055030
SELL0867,Nitin Yadav,Chandigarh,Sector 17,30.741,76.7682,Tomatoes,39.93,3.8,59,No,1,nitin.yadav83@gmail.com,7238122723
SELL0868,Kiran More,Bengaluru,Whitefield,12.9698,77.7499,Potatoes,31.91,4.8,126,No,4,kiran.more75@outlook.com,7222549328
SELL0869,Ashok Pawar,Shimla,Mall Road,31.1048,77.1734,Garlic,49.25,5.0,374,No,1,ashok.pawar94@gmail.com,7529986880
SELL0870,Dinesh Rathod,Indore,Vijay Nagar,22.75,75.892,Tomatoes,44.25,2.7,82,Yes,0,dinesh.rathod12@outlook.com,8284476911
SELL0871,Nitin Naik,Indore,Vijay Nagar,22.75,75.892,Green Chillies,27.46,3.1,345,No,0,nitin.naik60@outlook.com,8324906491
SELL0872,Santosh More,Indore,Vijay Nagar,22.75,75.892,Ginger,21.93,3.7,332,Yes,0,santosh.more23@yahoo.in,8115954767
SELL0873,Arvind Shinde,Lucknow,Hazratganj,26.8505,80.9467,Onions,59.68,3.6,338,No,1,arvind.shinde87@gmail.com,8748302921
SELL0874,Rajesh Naik,Surat,Adajan,21.1702,72.8311,Onions,28.35,3.4,200,Yes,2,rajesh.naik38@gmail.com,8322396555
SELL0875,Deepak Kamble,Bengaluru,Whitefield,12.9698,77.7499,Garlic,51.49,3.8,335,Yes,4,deepak.kamble90@yahoo.in,8385819948
SELL0876,Mahesh Rane,Chandigarh,Sector 17,30.741,76.7682,Tomatoes,57.33,4.0,105,Yes,1,mahesh.rane74@outlook.com,7241560798
SELL0877,Rajesh Naik,Shimla,Mall Road,31.1048,77.1734,Onions,50.72,4.7,433,Yes,1,rajesh.naik51@gmail.com,7888609124
SELL0878,Ajay Kulkarni,Bhopal,TT Nagar,23.2333,77.4333,Tomatoes,38.12,2.8,149,Yes,0,ajay.kulkarni86@outlook.com,8411482240
SELL0879,Amit Deshmukh,Lucknow,Hazratganj,26.8505,80.9467,Tomatoes,17.02,2.8,306,No,1,amit.deshmukh22@gmail.com,8439516299
SELL0880,Suresh Kulkarni,Surat,Adajan,21.1702,72.8311,Potatoes,25.48,3.0,305,No,2,suresh.kulkarni77@outlook.com,8717708350
SELL0881,Anil Chavan,Bhopal,TT Nagar,23.2333,77.4333,Garlic,35.59,2.6,198,No,0,anil.chavan21@outlook.com,7362363749
SELL0882,Amit Gaikwad,Bhopal,TT Nagar,23.2333,77.4333,Green Chillies,26.76,3.8,21,Yes,0,amit.gaikwad46@yahoo.in,7776293038
SELL0883,Prakash Shinde,Shimla,Mall Road,31.1048,77.1734,Garlic,20.86,4.3,339,No,1,prakash.shinde30@gmail.com,9295172614
SELL0884,Rajesh Joshi,Bhopal,TT Nagar,23.2333,77.4333,Ginger,22.02,3.8,193,Yes,0,rajesh.joshi58@yahoo.in,8444143634
SELL0885,Ramesh Kulkarni,Lucknow,Hazratganj,26.8505,80.9467,Potatoes,20.19,4.3,71,No,1,ramesh.kulkarni71@outlook.com,9973176768
SELL0886,Anil Jadhav,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Garlic,44.31,4.9,244,Yes,4,anil.jadhav62@yahoo.in,7626142853
SELL0887,Shivam Salunkhe,Kolkata,Salt Lake,22.5867,88.4173,Onions,49.27,2.6,232,Yes,3,shivam.salunkhe75@yahoo.in,9183047130
SELL0888,Vijay Bhosale,Chandigarh,Sector 17,30.741,76.7682,Tomatoes,46.28,3.2,120,Yes,1,vijay.bhosale94@yahoo.in,9916588765
SELL0889,Nitin Rane,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Tomatoes,58.25,2.9,470,Yes,4,nitin.rane88@yahoo.in,7305346843
SELL0890,Rajesh Naik,Chennai,T. Nagar,13.0418,80.2332,Garlic,19.3,4.0,470,No,4,rajesh.naik92@outlook.com,9540035428
SELL0891,Amit Thakur,Pune,Shivaji Nagar,18.53,73.8526,Tomatoes,41.74,4.6,324,Yes,2,amit.thakur81@gmail.com,8390022461
SELL0892,Ashok Gaikwad,Bhopal,TT Nagar,23.2333,77.4333,Tomatoes,49.39,3.3,30,No,0,ashok.gaikwad97@yahoo.in,9767093361
SELL0893,Anil Sawant,Ranchi,Lalpur,23.3619,85.338,Tomatoes,14.93,3.8,124,No,3,anil.sawant79@gmail.com,7874937334
SELL0894,Vijay Rane,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Onions,12.0,3.9,219,Yes,4,vijay.rane87@gmail.com,8302637299
SELL0895,Deepak Pawar,Guwahati,Dispur,26.1445,91.7362,Ginger,12.33,4.2,445,No,3,deepak.pawar23@gmail.com,7175944083
SELL0896,Ajay Pawar,Hyderabad,Gachibowli,17.4448,78.3498,Onions,59.84,4.5,176,Yes,0,ajay.pawar57@outlook.com,8471523099
SELL0897,Deepak Chavan,Patna,Boring Road,25.6127,85.1582,Green Chillies,21.38,3.3,335,No,3,deepak.chavan23@gmail.com,8685570242
SELL0898,Santosh Thakur,Hyderabad,Gachibowli,17.4448,78.3498,Onions,51.8,2.9,391,No,0,santosh.thakur54@gmail.com,8753163894
SELL0899,Deepak Bhosale,Chennai,T. Nagar,13.0418,80.2332,Onions,36.46,2.6,136,Yes,4,deepak.bhosale80@gmail.com,8827389458
SELL0900,Prakash Kulkarni,Chennai,T. Nagar,13.0418,80.2332,Garlic,12.89,3.1,474,Yes,4,prakash.kulkarni41@gmail.com,7782790117
SELL0901,Ravi Deshmukh,Nagpur,Dharampeth,21.1458,79.0882,Potatoes,54.22,3.1,336,No,0,ravi.deshmukh24@yahoo.in,8435808346
SELL0902,Kiran Salunkhe,Lucknow,Hazratganj,26.8505,80.9467,Onions,57.43,5.0,85,No,1,kiran.salunkhe40@yahoo.in,9869814370
SELL0903,Sunil Chavan,Chandigarh,Sector 17,30.741,76.7682,Onions,34.17,4.2,488,No,1,sunil.chavan34@gmail.com,7675440816
SELL0904,Prakash Yadav,Bhopal,TT Nagar,23.2333,77.4333,Green Chillies,51.59,4.9,138,Yes,0,prakash.yadav79@yahoo.in,7266396010
SELL0905,Suresh Salunkhe,Kolkata,Salt Lake,22.5867,88.4173,Garlic,55.28,4.3,401,No,3,suresh.salunkhe54@yahoo.in,7509961311
SELL0906,Rajesh Patil,Mumbai,Andheri,19.1197,72.8468,Onions,21.89,3.0,42,Yes,2,rajesh.patil15@yahoo.in,7880103047
SELL0907,Ramesh Jadhav,Lucknow,Hazratganj,26.8505,80.9467,Ginger,18.06,3.5,272,Yes,1,ramesh.jadhav81@gmail.com,8248361920
SELL0908,Anil Rane,Surat,Adajan,21.1702,72.8311,Potatoes,11.6,5.0,469,Yes,2,anil.rane98@gmail.com,9435975790
SELL0909,Nitin Kulkarni,Delhi,Karol Bagh,28.6518,77.1905,Green Chillies,23.78,3.8,359,Yes,1,nitin.kulkarni98@yahoo.in,9448521165
SELL0910,Deepak Rathod,Guwahati,Dispur,26.1445,91.7362,Potatoes,46.44,3.0,67,Yes,3,deepak.rathod98@yahoo.in,9947595564
SELL0911,Kiran Bhosale,Surat,Adajan,21.1702,72.8311,Ginger,24.34,3.3,481,No,2,kiran.bhosale59@yahoo.in,7616369438
SELL0912,Ganesh Bhosale,Chandigarh,Sector 17,30.741,76.7682,Garlic,27.71,3.7,224,Yes,1,ganesh.bhosale51@gmail.com,8923508133
SELL0913,Ajay Deshmukh,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Ginger,32.54,2.7,190,Yes,4,ajay.deshmukh45@yahoo.in,7499467626
SELL0914,Kiran Rathod,Ranchi,Lalpur,23.3619,85.338,Green Chillies,30.79,4.1,196,No,3,kiran.rathod32@outlook.com,8343747261
SELL0915,Nitin Rathod,Mumbai,Andheri,19.1197,72.8468,Ginger,52.26,3.9,472,No,2,nitin.rathod91@yahoo.in,8565446161
SELL0916,Nitin Bhosale,Lucknow,Hazratganj,26.8505,80.9467,Onions,49.45,3.4,313,Yes,1,nitin.bhosale59@yahoo.in,9537721480
SELL0917,Arvind Salunkhe,Kolkata,Salt Lake,22.5867,88.4173,Onions,44.31,4.7,407,Yes,3,arvind.salunkhe36@outlook.com,8307701961
SELL0918,Rajesh Sharma,Guwahati,Dispur,26.1445,91.7362,Ginger,12.55,3.4,380,No,3,rajesh.sharma67@yahoo.in,8768264751
SELL0919,Ganesh Joshi,Bhopal,TT Nagar,23.2333,77.4333,Garlic,17.25,3.0,171,No,0,ganesh.joshi70@outlook.com,8824830831
SELL0920,Ganesh Thakur,Kolkata,Salt Lake,22.5867,88.4173,Potatoes,12.1,4.7,317,No,3,ganesh.thakur68@gmail.com,8364007560
SELL0921,Anil Kamble,Shimla,Mall Road,31.1048,77.1734,Green Chillies,43.94,3.6,421,No,1,anil.kamble58@yahoo.in,8193760751
SELL0922,Anil Deshmukh,Bhopal,TT Nagar,23.2333,77.4333,Potatoes,30.59,4.6,425,Yes,0,anil.deshmukh32@yahoo.in,8240996500
SELL0923,Ramesh More,Nagpur,Dharampeth,21.1458,79.0882,Onions,15.3,3.0,248,No,0,ramesh.more77@yahoo.in,7783919475
SELL0924,Ravi Jadhav,Lucknow,Hazratganj,26.8505,80.9467,Potatoes,43.2,3.1,371,No,1,ravi.jadhav82@gmail.com,7547383625
SELL0925,Sunil Shinde,Ahmedabad,Navrangpura,23.0415,72.56,Ginger,29.17,4.3,26,No,2,sunil.shinde13@outlook.com,9634202780
SELL0926,Amit Sharma,Ahmedabad,Navrangpura,23.0415,72.56,Tomatoes,26.65,2.5,440,Yes,2,amit.sharma19@outlook.com,9814802331
SELL0927,Prakash Thakur,Surat,Adajan,21.1702,72.8311,Onions,19.54,4.6,477,No,2,prakash.thakur61@yahoo.in,9865050775
SELL0928,Deepak Gaikwad,Indore,Vijay Nagar,22.75,75.892,Garlic,33.64,4.1,392,Yes,0,deepak.gaikwad37@gmail.com,8869514720
SELL0929,Amit Chavan,Pune,Shivaji Nagar,18.53,73.8526,Onions,49.64,2.8,103,Yes,2,amit.chavan81@outlook.com,8668234102
SELL0930,Ganesh Naik,Mumbai,Andheri,19.1197,72.8468,Tomatoes,57.15,4.6,174,Yes,2,ganesh.naik50@outlook.com,9347179904
SELL0931,Arvind Jadhav,Bengaluru,Whitefield,12.9698,77.7499,Potatoes,15.95,4.0,41,Yes,4,arvind.jadhav31@gmail.com,9302657537
SELL0932,Santosh Sharma,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Green Chillies,51.94,3.2,375,No,4,santosh.sharma73@yahoo.in,8808477661
SELL0933,Ravi Naik,Jaipur,Malviya Nagar,26.85,75.815,Garlic,27.71,2.5,70,No,1,ravi.naik66@yahoo.in,8304388585
SELL0934,Vijay Deshmukh,Lucknow,Hazratganj,26.8505,80.9467,Potatoes,44.29,4.3,288,Yes,1,vijay.deshmukh43@outlook.com,8372414946
SELL0935,Santosh Joshi,Nagpur,Dharampeth,21.1458,79.0882,Onions,17.23,3.6,185,No,0,santosh.joshi27@yahoo.in,7366718052
SELL0936,Kiran Naik,Ranchi,Lalpur,23.3619,85.338,Onions,46.76,3.3,340,Yes,3,kiran.naik46@gmail.com,8902394020
SELL0937,Ashok Kamble,Guwahati,Dispur,26.1445,91.7362,Garlic,49.57,2.5,330,Yes,3,ashok.kamble57@yahoo.in,7514243277
SELL0938,Amit Sharma,Shimla,Mall Road,31.1048,77.1734,Tomatoes,56.09,4.1,477,Yes,1,amit.sharma68@outlook.com,9287826863
SELL0939,Vijay Rane,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Tomatoes,41.6,3.0,176,No,4,vijay.rane24@yahoo.in,7239897712
SELL0940,Rajesh Pawar,Bhopal,TT Nagar,23.2333,77.4333,Garlic,57.02,2.6,16,No,0,rajesh.pawar26@gmail.com,7794999243
SELL0941,Dinesh Kulkarni,Ahmedabad,Navrangpura,23.0415,72.56,Green Chillies,54.81,5.0,324,No,2,dinesh.kulkarni25@gmail.com,9914947199
SELL0942,Ajay Pawar,Guwahati,Dispur,26.1445,91.7362,Onions,54.93,5.0,482,Yes,3,ajay.pawar71@outlook.com,8930325756
SELL0943,Ganesh Sawant,Bengaluru,Whitefield,12.9698,77.7499,Tomatoes,12.67,4.6,338,Yes,4,ganesh.sawant32@yahoo.in,9306077793
SELL0944,Arvind Rane,Kolkata,Salt Lake,22.5867,88.4173,Onions,42.38,4.6,339,Yes,3,arvind.rane88@gmail.com,7487954787
SELL0945,Arvind Jadhav,Lucknow,Hazratganj,26.8505,80.9467,Onions,57.16,4.4,285,No,1,arvind.jadhav21@gmail.com,8382626598
SELL0946,Suresh Naik,Mumbai,Andheri,19.1197,72.8468,Onions,59.79,3.6,227,Yes,2,suresh.naik84@outlook.com,9577831781
SELL0947,Dinesh Yadav,Guwahati,Dispur,26.1445,91.7362,Ginger,28.7,4.2,71,Yes,3,dinesh.yadav36@yahoo.in,9637493785
SELL0948,Dinesh Kamble,Bhopal,TT Nagar,23.2333,77.4333,Potatoes,59.47,3.2,409,No,0,dinesh.kamble39@outlook.com,7180957530
SELL0949,Ashok Sawant,Chennai,T. Nagar,13.0418,80.2332,Onions,12.74,4.4,457,No,4,ashok.sawant26@outlook.com,9545084545
SELL0950,Deepak Gaikwad,Chennai,T. Nagar,13.0418,80.2332,Tomatoes,29.03,2.5,361,No,4,deepak.gaikwad21@yahoo.in,8832726041
SELL0951,Mahesh Thakur,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Onions,39.77,4.0,126,Yes,4,mahesh.thakur79@gmail.com,9551368319
SELL0952,Anil Patil,Mumbai,Andheri,19.1197,72.8468,Tomatoes,23.06,3.9,216,No,2,anil.patil14@outlook.com,8327339778
SELL0953,Sunil Shinde,Ranchi,Lalpur,23.3619,85.338,Potatoes,46.32,3.1,219,Yes,3,sunil.shinde77@yahoo.in,7732083691
SELL0954,Prakash Joshi,Chennai,T. Nagar,13.0418,80.2332,Green Chillies,22.74,4.4,264,No,4,prakash.joshi47@gmail.com,8554330656
SELL0955,Arvind Salunkhe,Delhi,Karol Bagh,28.6518,77.1905,Garlic,55.52,4.3,430,No,1,arvind.salunkhe88@outlook.com,7324623854
SELL0956,Anil Rathod,Patna,Boring Road,25.6127,85.1582,Potatoes,29.75,3.2,434,Yes,3,anil.rathod10@gmail.com,9453530917
SELL0957,Ravi Bhosale,Pune,Shivaji Nagar,18.53,73.8526,Garlic,39.76,3.1,368,No,2,ravi.bhosale66@gmail.com,9752651295
SELL0958,Suresh Joshi,Mumbai,Andheri,19.1197,72.8468,Tomatoes,38.51,3.6,107,Yes,2,suresh.joshi81@yahoo.in,7610818974
SELL0959,Ravi Pawar,Lucknow,Hazratganj,26.8505,80.9467,Onions,29.98,4.7,309,Yes,1,ravi.pawar13@outlook.com,7125564428
SELL0960,Suresh Pawar,Delhi,Karol Bagh,28.6518,77.1905,Onions,30.58,3.6,310,No,1,suresh.pawar86@outlook.com,8210852485
SELL0961,Suresh Thakur,Bhopal,TT Nagar,23.2333,77.4333,Tomatoes,45.32,3.4,453,No,0,suresh.thakur15@yahoo.in,7495205248
SELL0962,Sunil Shinde,Guwahati,Dispur,26.1445,91.7362,Tomatoes,48.53,3.7,239,Yes,3,sunil.shinde56@yahoo.in,9951996150
SELL0963,Vijay Naik,Kolkata,Salt Lake,22.5867,88.4173,Onions,38.68,3.9,82,Yes,3,vijay.naik65@outlook.com,8397893067
SELL0964,Anil Thakur,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Green Chillies,19.16,2.9,423,Yes,4,anil.thakur40@gmail.com,7326992083
SELL0965,Sunil Pawar,Guwahati,Dispur,26.1445,91.7362,Tomatoes,58.23,4.7,445,No,3,sunil.pawar28@outlook.com,9950080827
SELL0966,Dinesh Yadav,Chennai,T. Nagar,13.0418,80.2332,Ginger,54.37,4.6,94,No,4,dinesh.yadav57@gmail.com,7388013083
SELL0967,Santosh Sawant,Delhi,Karol Bagh,28.6518,77.1905,Potatoes,33.52,2.8,448,No,1,santosh.sawant30@outlook.com,9991593112
SELL0968,Vijay Thakur,Surat,Adajan,21.1702,72.8311,Ginger,30.69,4.1,73,No,2,vijay.thakur98@gmail.com,8347244917
SELL0969,Deepak Bhosale,Mumbai,Andheri,19.1197,72.8468,Ginger,45.67,4.4,112,No,2,deepak.bhosale81@gmail.com,7200046731
SELL0970,Rajesh Salunkhe,Indore,Vijay Nagar,22.75,75.892,Tomatoes,33.59,4.6,312,No,0,rajesh.salunkhe57@yahoo.in,8356218098
SELL0971,Santosh Jadhav,Bengaluru,Whitefield,12.9698,77.7499,Potatoes,52.11,2.6,370,No,4,santosh.jadhav57@gmail.com,8912842027
SELL0972,Ganesh Bhosale,Surat,Adajan,21.1702,72.8311,Onions,15.3,4.4,249,Yes,2,ganesh.bhosale76@gmail.com,7690627971
SELL0973,Ganesh Thakur,Chennai,T. Nagar,13.0418,80.2332,Potatoes,20.03,2.8,107,Yes,4,ganesh.thakur94@outlook.com,7596649920
SELL0974,Santosh Kulkarni,Chennai,T. Nagar,13.0418,80.2332,Ginger,54.26,3.6,11,No,4,santosh.kulkarni37@gmail.com,9591819605
SELL0975,Ramesh More,Ahmedabad,Navrangpura,23.0415,72.56,Potatoes,42.76,2.6,350,No,2,ramesh.more56@yahoo.in,9697989332
SELL0976,Anil Thakur,Pune,Shivaji Nagar,18.53,73.8526,Garlic,42.52,4.5,368,No,2,anil.thakur92@yahoo.in,8568660291
SELL0977,Arvind Bhosale,Patna,Boring Road,25.6127,85.1582,Tomatoes,52.28,3.2,41,No,3,arvind.bhosale81@gmail.com,8468131088
SELL0978,Arvind Bhosale,Jaipur,Malviya Nagar,26.85,75.815,Potatoes,31.33,3.2,153,No,1,arvind.bhosale92@yahoo.in,8442334558
SELL0979,Prakash Deshmukh,Jaipur,Malviya Nagar,26.85,75.815,Garlic,16.58,2.5,146,Yes,1,prakash.deshmukh32@yahoo.in,9444376257
SELL0980,Ajay More,Nagpur,Dharampeth,21.1458,79.0882,Garlic,54.43,3.6,393,No,0,ajay.more81@gmail.com,8310791967
SELL0981,Ashok Gaikwad,Patna,Boring Road,25.6127,85.1582,Ginger,47.85,4.0,176,Yes,3,ashok.gaikwad76@outlook.com,8774796164
SELL0982,Mahesh Naik,Ranchi,Lalpur,23.3619,85.338,Ginger,59.81,4.8,37,Yes,3,mahesh.naik43@yahoo.in,9328858970
SELL0983,Shivam Kamble,Patna,Boring Road,25.6127,85.1582,Ginger,43.78,3.4,183,No,3,shivam.kamble99@gmail.com,8572866130
SELL0984,Deepak Patil,Indore,Vijay Nagar,22.75,75.892,Onions,13.84,3.7,269,No,0,deepak.patil24@gmail.com,7173520560
SELL0985,Anil More,Bhopal,TT Nagar,23.2333,77.4333,Tomatoes,14.38,4.3,466,No,0,anil.more23@outlook.com,7980092717
SELL0986,Ravi Kamble,Hyderabad,Gachibowli,17.4448,78.3498,Garlic,36.62,4.3,469,No,0,ravi.kamble28@yahoo.in,9277493567
SELL0987,Ganesh Chavan,Guwahati,Dispur,26.1445,91.7362,Green Chillies,35.86,3.3,61,No,3,ganesh.chavan30@outlook.com,7318422514
SELL0988,Ganesh Yadav,Surat,Adajan,21.1702,72.8311,Garlic,52.19,3.6,197,No,2,ganesh.yadav54@outlook.com,7243525815
SELL0989,Mahesh Sharma,Bhopal,TT Nagar,23.2333,77.4333,Potatoes,20.69,2.9,127,Yes,0,mahesh.sharma10@gmail.com,8208113650
SELL0990,Arvind Deshmukh,Chennai,T. Nagar,13.0418,80.2332,Potatoes,36.31,4.1,284,Yes,4,arvind.deshmukh60@yahoo.in,9765221858
SELL0991,Deepak Bhosale,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Ginger,37.55,3.1,462,No,4,deepak.bhosale23@gmail.com,9922569293
SELL0992,Santosh Thakur,Chennai,T. Nagar,13.0418,80.2332,Garlic,18.69,4.6,79,No,4,santosh.thakur75@outlook.com,8908744450
SELL0993,Ganesh Chavan,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Onions,34.17,4.5,363,No,4,ganesh.chavan86@gmail.com,7413587703
SELL0994,Deepak Jadhav,Jaipur,Malviya Nagar,26.85,75.815,Ginger,29.31,4.2,395,No,1,deepak.jadhav24@outlook.com,7934109556
SELL0995,Ravi Patil,Guwahati,Dispur,26.1445,91.7362,Ginger,47.02,2.6,91,Yes,3,ravi.patil73@yahoo.in,8442640948
SELL0996,Dinesh Naik,Ranchi,Lalpur,23.3619,85.338,Ginger,40.86,4.6,498,No,3,dinesh.naik11@outlook.com,8404047520
SELL0997,Sunil Kulkarni,Patna,Boring Road,25.6127,85.1582,Garlic,57.09,4.9,379,No,3,sunil.kulkarni70@gmail.com,9381761330
SELL0998,Santosh Patil,Chandigarh,Sector 17,30.741,76.7682,Onions,36.48,4.4,191,Yes,1,santosh.patil69@gmail.com,9900509738
SELL0999,Amit Patil,Guwahati,Dispur,26.1445,91.7362,Potatoes,16.67,4.9,13,Yes,3,amit.patil12@gmail.com,8679707789
SELL1000,Arvind Yadav,Hyderabad,Gachibowli,17.4448,78.3498,Ginger,29.92,3.1,337,No,0,arvind.yadav96@yahoo.in,7219144942
SELL1001,Nitin Shinde,Ranchi,Lalpur,23.3619,85.338,Garlic,38.47,3.1,92,Yes,3,nitin.shinde79@gmail.com,9846874693
SELL1002,Mahesh Chavan,Hyderabad,Gachibowli,17.4448,78.3498,Ginger,56.03,4.8,214,Yes,0,mahesh.chavan83@yahoo.in,7980289960
SELL1003,Shivam Joshi,Delhi,Karol Bagh,28.6518,77.1905,Onions,31.32,3.9,89,No,1,shivam.joshi93@yahoo.in,8312751839
SELL1004,Deepak Bhosale,Patna,Boring Road,25.6127,85.1582,Garlic,38.92,3.1,393,Yes,3,deepak.bhosale56@gmail.com,7480038962
SELL1005,Santosh Joshi,Kolkata,Salt Lake,22.5867,88.4173,Garlic,44.98,2.6,258,No,3,santosh.joshi36@gmail.com,9610498895
SELL1006,Ashok Joshi,Kolkata,Salt Lake,22.5867,88.4173,Green Chillies,39.99,4.7,90,No,3,ashok.joshi79@outlook.com,9544976371
SELL1007,Ajay Yadav,Delhi,Karol Bagh,28.6518,77.1905,Onions,34.44,3.0,254,Yes,1,ajay.yadav99@yahoo.in,8342173557
SELL1008,Anil Naik,Patna,Boring Road,25.6127,85.1582,Garlic,46.6,3.7,476,Yes,3,anil.naik68@gmail.com,8258403175
SELL1009,Ganesh Jadhav,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Potatoes,19.74,3.3,100,Yes,4,ganesh.jadhav23@yahoo.in,9293297251
SELL1010,Amit Rathod,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Green Chillies,31.06,3.5,203,Yes,4,amit.rathod62@gmail.com,7933181888
SELL1011,Ashok Rathod,Nagpur,Dharampeth,21.1458,79.0882,Potatoes,55.75,4.4,351,No,0,ashok.rathod76@yahoo.in,9527196010
SELL1012,Ashok Salunkhe,Kolkata,Salt Lake,22.5867,88.4173,Tomatoes,39.35,2.8,391,Yes,3,ashok.salunkhe12@outlook.com,7780868572
SELL1013,Mahesh Rathod,Jaipur,Malviya Nagar,26.85,75.815,Potatoes,37.42,4.7,361,No,1,mahesh.rathod69@yahoo.in,8392779614
SELL1014,Santosh Bhosale,Ahmedabad,Navrangpura,23.0415,72.56,Potatoes,20.72,4.6,489,Yes,2,santosh.bhosale32@outlook.com,7405321677
SELL1015,Suresh Bhosale,Kolkata,Salt Lake,22.5867,88.4173,Onions,46.98,3.3,489,Yes,3,suresh.bhosale50@yahoo.in,9869009056
SELL1016,Nitin Naik,Delhi,Karol Bagh,28.6518,77.1905,Tomatoes,17.23,3.0,87,Yes,1,nitin.naik39@gmail.com,8208376655
SELL1017,Rajesh Chavan,Ahmedabad,Navrangpura,23.0415,72.56,Green Chillies,48.39,4.3,54,Yes,2,rajesh.chavan22@gmail.com,7386987146
SELL1018,Ravi Rane,Chandigarh,Sector 17,30.741,76.7682,Tomatoes,59.59,4.7,162,Yes,1,ravi.rane36@gmail.com,8756283321
SELL1019,Vijay Patil,Bengaluru,Whitefield,12.9698,77.7499,Garlic,42.98,4.9,330,No,4,vijay.patil47@outlook.com,7861499112
SELL1020,Mahesh Shinde,Guwahati,Dispur,26.1445,91.7362,Potatoes,47.92,4.2,58,No,3,mahesh.shinde12@outlook.com,9760132832
SELL1021,Vijay Kulkarni,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Ginger,37.7,4.9,492,Yes,4,vijay.kulkarni31@outlook.com,8936395694
SELL1022,Kiran Shinde,Jaipur,Malviya Nagar,26.85,75.815,Onions,15.1,3.0,214,No,1,kiran.shinde75@gmail.com,7794126788
SELL1023,Prakash Sawant,Indore,Vijay Nagar,22.75,75.892,Garlic,50.44,4.8,166,Yes,0,prakash.sawant79@gmail.com,7556681736
SELL1024,Ganesh Thakur,Pune,Shivaji Nagar,18.53,73.8526,Green Chillies,14.19,3.1,424,No,2,ganesh.thakur72@gmail.com,8597899296
SELL1025,Deepak Chavan,Pune,Shivaji Nagar,18.53,73.8526,Ginger,21.23,4.6,99,No,2,deepak.chavan47@gmail.com,7468950819
SELL1026,Ramesh Deshmukh,Shimla,Mall Road,31.1048,77.1734,Garlic,12.09,3.3,426,No,1,ramesh.deshmukh24@outlook.com,8156571007
SELL1027,Santosh Shinde,Bengaluru,Whitefield,12.9698,77.7499,Onions,53.26,4.0,371,Yes,4,santosh.shinde69@outlook.com,8986211537
SELL1028,Kiran More,Surat,Adajan,21.1702,72.8311,Tomatoes,29.67,3.6,435,No,2,kiran.more65@outlook.com,7869804415
SELL1029,Kiran Deshmukh,Bhopal,TT Nagar,23.2333,77.4333,Ginger,22.98,2.7,296,Yes,0,kiran.deshmukh66@yahoo.in,7713617245
SELL1030,Ravi Thakur,Nagpur,Dharampeth,21.1458,79.0882,Garlic,12.07,4.1,193,No,0,ravi.thakur12@gmail.com,8584481710
SELL1031,Anil Rane,Indore,Vijay Nagar,22.75,75.892,Ginger,55.38,3.3,164,Yes,0,anil.rane63@gmail.com,7679674972
SELL1032,Ravi Sawant,Mumbai,Andheri,19.1197,72.8468,Onions,10.74,3.4,205,No,2,ravi.sawant62@gmail.com,7544405252
SELL1033,Mahesh Chavan,Ahmedabad,Navrangpura,23.0415,72.56,Onions,14.86,3.0,343,No,2,mahesh.chavan83@yahoo.in,8752070453
SELL1034,Mahesh Joshi,Shimla,Mall Road,31.1048,77.1734,Tomatoes,24.66,4.9,62,No,1,mahesh.joshi16@yahoo.in,7820865635
SELL1035,Sunil Sharma,Indore,Vijay Nagar,22.75,75.892,Onions,29.87,4.0,387,Yes,0,sunil.sharma14@outlook.com,8381515616
SELL1036,Deepak Joshi,Chandigarh,Sector 17,30.741,76.7682,Tomatoes,30.62,3.5,424,No,1,deepak.joshi16@yahoo.in,9987130263
SELL1037,Ajay Shinde,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Ginger,41.99,3.4,289,No,4,ajay.shinde52@yahoo.in,8387999098
SELL1038,Shivam Rane,Bengaluru,Whitefield,12.9698,77.7499,Green Chillies,57.81,4.6,443,No,4,shivam.rane29@yahoo.in,7498700999
SELL1039,Sunil Kamble,Indore,Vijay Nagar,22.75,75.892,Onions,42.63,4.2,418,Yes,0,sunil.kamble41@outlook.com,8791526916
SELL1040,Suresh Joshi,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Potatoes,50.34,3.4,58,Yes,4,suresh.joshi38@outlook.com,9259670798
